ra	 rp	 va	 vomega
15870.0	 10.0	 5624.318839	 103.914476
15880.0	 10.0	 5620.778191	 103.914456
15890.0	 10.0	 5617.241998	 103.914435
15900.0	 10.0	 5613.710252	 103.914414
15910.0	 10.0	 5610.182944	 103.914394
15920.0	 10.0	 5606.660065	 103.914373
15930.0	 10.0	 5603.141609	 103.914353
15940.0	 10.0	 5599.627566	 103.914333
15950.0	 10.0	 5596.117927	 103.914312
15960.0	 10.0	 5592.612685	 103.914292
15970.0	 10.0	 5589.111832	 103.914271
15980.0	 10.0	 5585.615359	 103.914251
15990.0	 10.0	 5582.123258	 103.914231
16000.0	 10.0	 5578.635520	 103.914210
16010.0	 10.0	 5575.152138	 103.914190
16020.0	 10.0	 5571.673104	 103.914170
16030.0	 10.0	 5568.198409	 103.914150
16040.0	 10.0	 5564.728045	 103.914129
16050.0	 10.0	 5561.262004	 103.914109
16060.0	 10.0	 5557.800278	 103.914089
16070.0	 10.0	 5554.342859	 103.914069
16080.0	 10.0	 5550.889739	 103.914049
16090.0	 10.0	 5547.440910	 103.914029
16100.0	 10.0	 5543.996364	 103.914009
16110.0	 10.0	 5540.556093	 103.913989
16120.0	 10.0	 5537.120089	 103.913969
16130.0	 10.0	 5533.688344	 103.913949
16140.0	 10.0	 5530.260850	 103.913929
16150.0	 10.0	 5526.837599	 103.913909
16160.0	 10.0	 5523.418584	 103.913889
16170.0	 10.0	 5520.003796	 103.913869
16180.0	 10.0	 5516.593228	 103.913849
16190.0	 10.0	 5513.186872	 103.913830
16200.0	 10.0	 5509.784720	 103.913810
16210.0	 10.0	 5506.386765	 103.913790
16220.0	 10.0	 5502.992997	 103.913770
16230.0	 10.0	 5499.603411	 103.913750
16240.0	 10.0	 5496.217998	 103.913731
16250.0	 10.0	 5492.836750	 103.913711
16260.0	 10.0	 5489.459659	 103.913691
16270.0	 10.0	 5486.086719	 103.913672
16280.0	 10.0	 5482.717921	 103.913652
16290.0	 10.0	 5479.353258	 103.913633
16300.0	 10.0	 5475.992722	 103.913613
16310.0	 10.0	 5472.636306	 103.913594
16320.0	 10.0	 5469.284002	 103.913574
16330.0	 10.0	 5465.935802	 103.913555
16340.0	 10.0	 5462.591699	 103.913535
16350.0	 10.0	 5459.251685	 103.913516
16360.0	 10.0	 5455.915754	 103.913496
16370.0	 10.0	 5452.583896	 103.913477
16380.0	 10.0	 5449.256106	 103.913458
16390.0	 10.0	 5445.932375	 103.913438
16400.0	 10.0	 5442.612697	 103.913419
16410.0	 10.0	 5439.297063	 103.913400
16420.0	 10.0	 5435.985466	 103.913380
16430.0	 10.0	 5432.677899	 103.913361
16440.0	 10.0	 5429.374355	 103.913342
16450.0	 10.0	 5426.074826	 103.913323
16460.0	 10.0	 5422.779305	 103.913303
16470.0	 10.0	 5419.487785	 103.913284
16480.0	 10.0	 5416.200258	 103.913265
16490.0	 10.0	 5412.916717	 103.913246
16500.0	 10.0	 5409.637155	 103.913227
16510.0	 10.0	 5406.361564	 103.913208
16520.0	 10.0	 5403.089938	 103.913189
16530.0	 10.0	 5399.822269	 103.913170
16540.0	 10.0	 5396.558551	 103.913151
16550.0	 10.0	 5393.298775	 103.913132
16560.0	 10.0	 5390.042934	 103.913113
16570.0	 10.0	 5386.791023	 103.913094
16580.0	 10.0	 5383.543033	 103.913075
16590.0	 10.0	 5380.298957	 103.913056
16600.0	 10.0	 5377.058789	 103.913037
16610.0	 10.0	 5373.822521	 103.913019
16620.0	 10.0	 5370.590146	 103.913000
16630.0	 10.0	 5367.361658	 103.912981
16640.0	 10.0	 5364.137048	 103.912962
16650.0	 10.0	 5360.916311	 103.912943
16660.0	 10.0	 5357.699440	 103.912925
16670.0	 10.0	 5354.486426	 103.912906
16680.0	 10.0	 5351.277264	 103.912887
16690.0	 10.0	 5348.071946	 103.912869
16700.0	 10.0	 5344.870466	 103.912850
16710.0	 10.0	 5341.672817	 103.912831
16720.0	 10.0	 5338.478991	 103.912813
16730.0	 10.0	 5335.288983	 103.912794
16740.0	 10.0	 5332.102784	 103.912776
16750.0	 10.0	 5328.920389	 103.912757
16760.0	 10.0	 5325.741790	 103.912739
16770.0	 10.0	 5322.566981	 103.912720
16780.0	 10.0	 5319.395955	 103.912702
16790.0	 10.0	 5316.228705	 103.912683
16800.0	 10.0	 5313.065224	 103.912665
16810.0	 10.0	 5309.905506	 103.912647
16820.0	 10.0	 5306.749544	 103.912628
16830.0	 10.0	 5303.597332	 103.912610
16840.0	 10.0	 5300.448862	 103.912592
16850.0	 10.0	 5297.304128	 103.912573
16860.0	 10.0	 5294.163123	 103.912555
16870.0	 10.0	 5291.025841	 103.912537
16880.0	 10.0	 5287.892275	 103.912519
16890.0	 10.0	 5284.762418	 103.912500
16900.0	 10.0	 5281.636264	 103.912482
16910.0	 10.0	 5278.513807	 103.912464
16920.0	 10.0	 5275.395039	 103.912446
16930.0	 10.0	 5272.279955	 103.912428
16940.0	 10.0	 5269.168547	 103.912410
16950.0	 10.0	 5266.060809	 103.912391
16960.0	 10.0	 5262.956736	 103.912373
16970.0	 10.0	 5259.856319	 103.912355
16980.0	 10.0	 5256.759553	 103.912337
16990.0	 10.0	 5253.666432	 103.912319
17000.0	 10.0	 5250.576948	 103.912301
17010.0	 10.0	 5247.491096	 103.912283
17020.0	 10.0	 5244.408869	 103.912265
17030.0	 10.0	 5241.330261	 103.912248
17040.0	 10.0	 5238.255265	 103.912230
17050.0	 10.0	 5235.183874	 103.912212
17060.0	 10.0	 5232.116084	 103.912194
17070.0	 10.0	 5229.051887	 103.912176
17080.0	 10.0	 5225.991277	 103.912158
17090.0	 10.0	 5222.934248	 103.912141
17100.0	 10.0	 5219.880793	 103.912123
17110.0	 10.0	 5216.830906	 103.912105
17120.0	 10.0	 5213.784581	 103.912087
17130.0	 10.0	 5210.741812	 103.912070
17140.0	 10.0	 5207.702592	 103.912052
17150.0	 10.0	 5204.666915	 103.912034
17160.0	 10.0	 5201.634776	 103.912017
17170.0	 10.0	 5198.606167	 103.911999
17180.0	 10.0	 5195.581084	 103.911981
17190.0	 10.0	 5192.559518	 103.911964
17200.0	 10.0	 5189.541465	 103.911946
17210.0	 10.0	 5186.526919	 103.911929
17220.0	 10.0	 5183.515873	 103.911911
17230.0	 10.0	 5180.508320	 103.911894
17240.0	 10.0	 5177.504256	 103.911876
17250.0	 10.0	 5174.503674	 103.911859
17260.0	 10.0	 5171.506567	 103.911841
17270.0	 10.0	 5168.512931	 103.911824
17280.0	 10.0	 5165.522758	 103.911806
17290.0	 10.0	 5162.536044	 103.911789
17300.0	 10.0	 5159.552781	 103.911772
17310.0	 10.0	 5156.572964	 103.911754
17320.0	 10.0	 5153.596586	 103.911737
17330.0	 10.0	 5150.623643	 103.911720
17340.0	 10.0	 5147.654128	 103.911702
17350.0	 10.0	 5144.688035	 103.911685
17360.0	 10.0	 5141.725358	 103.911668
17370.0	 10.0	 5138.766091	 103.911651
17380.0	 10.0	 5135.810229	 103.911634
17390.0	 10.0	 5132.857765	 103.911616
17400.0	 10.0	 5129.908694	 103.911599
17410.0	 10.0	 5126.963010	 103.911582
17420.0	 10.0	 5124.020707	 103.911565
17430.0	 10.0	 5121.081779	 103.911548
17440.0	 10.0	 5118.146220	 103.911531
17450.0	 10.0	 5115.214025	 103.911514
17460.0	 10.0	 5112.285188	 103.911497
17470.0	 10.0	 5109.359702	 103.911480
17480.0	 10.0	 5106.437563	 103.911463
17490.0	 10.0	 5103.518765	 103.911446
17500.0	 10.0	 5100.603301	 103.911429
17510.0	 10.0	 5097.691166	 103.911412
17520.0	 10.0	 5094.782355	 103.911395
17530.0	 10.0	 5091.876862	 103.911378
17540.0	 10.0	 5088.974680	 103.911361
17550.0	 10.0	 5086.075805	 103.911344
17560.0	 10.0	 5083.180231	 103.911327
17570.0	 10.0	 5080.287952	 103.911310
17580.0	 10.0	 5077.398962	 103.911294
17590.0	 10.0	 5074.513256	 103.911277
17600.0	 10.0	 5071.630829	 103.911260
17610.0	 10.0	 5068.751674	 103.911243
17620.0	 10.0	 5065.875786	 103.911227
17630.0	 10.0	 5063.003160	 103.911210
17640.0	 10.0	 5060.133790	 103.911193
17650.0	 10.0	 5057.267671	 103.911176
17660.0	 10.0	 5054.404796	 103.911160
17670.0	 10.0	 5051.545161	 103.911143
17680.0	 10.0	 5048.688759	 103.911127
17690.0	 10.0	 5045.835587	 103.911110
17700.0	 10.0	 5042.985637	 103.911093
17710.0	 10.0	 5040.138905	 103.911077
17720.0	 10.0	 5037.295385	 103.911060
17730.0	 10.0	 5034.455071	 103.911044
17740.0	 10.0	 5031.617959	 103.911027
17750.0	 10.0	 5028.784043	 103.911011
17760.0	 10.0	 5025.953317	 103.910994
17770.0	 10.0	 5023.125776	 103.910978
17780.0	 10.0	 5020.301415	 103.910961
17790.0	 10.0	 5017.480229	 103.910945
17800.0	 10.0	 5014.662211	 103.910929
17810.0	 10.0	 5011.847357	 103.910912
17820.0	 10.0	 5009.035661	 103.910896
17830.0	 10.0	 5006.227118	 103.910879
17840.0	 10.0	 5003.421723	 103.910863
17850.0	 10.0	 5000.619470	 103.910847
17860.0	 10.0	 4997.820355	 103.910831
17870.0	 10.0	 4995.024371	 103.910814
17880.0	 10.0	 4992.231514	 103.910798
17890.0	 10.0	 4989.441779	 103.910782
17900.0	 10.0	 4986.655159	 103.910766
17910.0	 10.0	 4983.871651	 103.910749
17920.0	 10.0	 4981.091248	 103.910733
17930.0	 10.0	 4978.313945	 103.910717
17940.0	 10.0	 4975.539739	 103.910701
17950.0	 10.0	 4972.768622	 103.910685
17960.0	 10.0	 4970.000590	 103.910669
17970.0	 10.0	 4967.235638	 103.910653
17980.0	 10.0	 4964.473761	 103.910637
17990.0	 10.0	 4961.714954	 103.910620
18000.0	 10.0	 4958.959210	 103.910604
18010.0	 10.0	 4956.206527	 103.910588
18020.0	 10.0	 4953.456897	 103.910572
18030.0	 10.0	 4950.710317	 103.910556
18040.0	 10.0	 4947.966781	 103.910540
18050.0	 10.0	 4945.226284	 103.910525
18060.0	 10.0	 4942.488822	 103.910509
18070.0	 10.0	 4939.754388	 103.910493
18080.0	 10.0	 4937.022978	 103.910477
18090.0	 10.0	 4934.294587	 103.910461
18100.0	 10.0	 4931.569210	 103.910445
18110.0	 10.0	 4928.846842	 103.910429
18120.0	 10.0	 4926.127478	 103.910413
18130.0	 10.0	 4923.411113	 103.910398
18140.0	 10.0	 4920.697742	 103.910382
18150.0	 10.0	 4917.987360	 103.910366
18160.0	 10.0	 4915.279963	 103.910350
18170.0	 10.0	 4912.575544	 103.910335
18180.0	 10.0	 4909.874100	 103.910319
18190.0	 10.0	 4907.175626	 103.910303
18200.0	 10.0	 4904.480116	 103.910287
18210.0	 10.0	 4901.787566	 103.910272
18220.0	 10.0	 4899.097970	 103.910256
18230.0	 10.0	 4896.411324	 103.910240
18240.0	 10.0	 4893.727624	 103.910225
18250.0	 10.0	 4891.046863	 103.910209
18260.0	 10.0	 4888.369038	 103.910194
18270.0	 10.0	 4885.694144	 103.910178
18280.0	 10.0	 4883.022176	 103.910163
18290.0	 10.0	 4880.353128	 103.910147
18300.0	 10.0	 4877.686997	 103.910132
18310.0	 10.0	 4875.023777	 103.910116
18320.0	 10.0	 4872.363463	 103.910101
18330.0	 10.0	 4869.706052	 103.910085
18340.0	 10.0	 4867.051538	 103.910070
18350.0	 10.0	 4864.399916	 103.910054
18360.0	 10.0	 4861.751182	 103.910039
18370.0	 10.0	 4859.105330	 103.910023
18380.0	 10.0	 4856.462358	 103.910008
18390.0	 10.0	 4853.822258	 103.909993
18400.0	 10.0	 4851.185028	 103.909977
18410.0	 10.0	 4848.550662	 103.909962
18420.0	 10.0	 4845.919155	 103.909947
18430.0	 10.0	 4843.290503	 103.909931
18440.0	 10.0	 4840.664702	 103.909916
18450.0	 10.0	 4838.041746	 103.909901
18460.0	 10.0	 4835.421631	 103.909886
18470.0	 10.0	 4832.804352	 103.909870
18480.0	 10.0	 4830.189906	 103.909855
18490.0	 10.0	 4827.578286	 103.909840
18500.0	 10.0	 4824.969489	 103.909825
18510.0	 10.0	 4822.363511	 103.909810
18520.0	 10.0	 4819.760345	 103.909794
18530.0	 10.0	 4817.159989	 103.909779
18540.0	 10.0	 4814.562437	 103.909764
18550.0	 10.0	 4811.967684	 103.909749
18560.0	 10.0	 4809.375727	 103.909734
18570.0	 10.0	 4806.786561	 103.909719
18580.0	 10.0	 4804.200182	 103.909704
18590.0	 10.0	 4801.616583	 103.909689
18600.0	 10.0	 4799.035763	 103.909674
18610.0	 10.0	 4796.457715	 103.909659
18620.0	 10.0	 4793.882435	 103.909644
18630.0	 10.0	 4791.309920	 103.909629
18640.0	 10.0	 4788.740164	 103.909614
18650.0	 10.0	 4786.173163	 103.909599
18660.0	 10.0	 4783.608912	 103.909584
18670.0	 10.0	 4781.047408	 103.909569
18680.0	 10.0	 4778.488645	 103.909554
18690.0	 10.0	 4775.932620	 103.909539
18700.0	 10.0	 4773.379328	 103.909525
18710.0	 10.0	 4770.828765	 103.909510
18720.0	 10.0	 4768.280925	 103.909495
18730.0	 10.0	 4765.735806	 103.909480
18740.0	 10.0	 4763.193402	 103.909465
18750.0	 10.0	 4760.653709	 103.909451
18760.0	 10.0	 4758.116723	 103.909436
18770.0	 10.0	 4755.582440	 103.909421
18780.0	 10.0	 4753.050855	 103.909406
18790.0	 10.0	 4750.521963	 103.909392
18800.0	 10.0	 4747.995762	 103.909377
18810.0	 10.0	 4745.472245	 103.909362
18820.0	 10.0	 4742.951410	 103.909348
18830.0	 10.0	 4740.433251	 103.909333
18840.0	 10.0	 4737.917765	 103.909318
18850.0	 10.0	 4735.404947	 103.909304
18860.0	 10.0	 4732.894793	 103.909289
18870.0	 10.0	 4730.387299	 103.909274
18880.0	 10.0	 4727.882461	 103.909260
18890.0	 10.0	 4725.380274	 103.909245
18900.0	 10.0	 4722.880733	 103.909231
18910.0	 10.0	 4720.383836	 103.909216
18920.0	 10.0	 4717.889578	 103.909202
18930.0	 10.0	 4715.397954	 103.909187
18940.0	 10.0	 4712.908960	 103.909173
18950.0	 10.0	 4710.422593	 103.909158
18960.0	 10.0	 4707.938848	 103.909144
18970.0	 10.0	 4705.457720	 103.909129
18980.0	 10.0	 4702.979207	 103.909115
18990.0	 10.0	 4700.503303	 103.909101
19000.0	 10.0	 4698.030004	 103.909086
19010.0	 10.0	 4695.559307	 103.909072
19020.0	 10.0	 4693.091208	 103.909057
19030.0	 10.0	 4690.625701	 103.909043
19040.0	 10.0	 4688.162784	 103.909029
19050.0	 10.0	 4685.702452	 103.909014
19060.0	 10.0	 4683.244700	 103.909000
19070.0	 10.0	 4680.789526	 103.908986
19080.0	 10.0	 4678.336925	 103.908972
19090.0	 10.0	 4675.886892	 103.908957
19100.0	 10.0	 4673.439424	 103.908943
19110.0	 10.0	 4670.994517	 103.908929
19120.0	 10.0	 4668.552167	 103.908915
19130.0	 10.0	 4666.112369	 103.908900
19140.0	 10.0	 4663.675121	 103.908886
19150.0	 10.0	 4661.240417	 103.908872
19160.0	 10.0	 4658.808254	 103.908858
19170.0	 10.0	 4656.378627	 103.908844
19180.0	 10.0	 4653.951534	 103.908830
19190.0	 10.0	 4651.526969	 103.908816
19200.0	 10.0	 4649.104929	 103.908801
19210.0	 10.0	 4646.685411	 103.908787
19220.0	 10.0	 4644.268409	 103.908773
19230.0	 10.0	 4641.853920	 103.908759
19240.0	 10.0	 4639.441941	 103.908745
19250.0	 10.0	 4637.032467	 103.908731
19260.0	 10.0	 4634.625494	 103.908717
19270.0	 10.0	 4632.221019	 103.908703
19280.0	 10.0	 4629.819038	 103.908689
19290.0	 10.0	 4627.419546	 103.908675
19300.0	 10.0	 4625.022540	 103.908661
19310.0	 10.0	 4622.628016	 103.908647
19320.0	 10.0	 4620.235971	 103.908633
19330.0	 10.0	 4617.846399	 103.908620
19340.0	 10.0	 4615.459298	 103.908606
19350.0	 10.0	 4613.074664	 103.908592
19360.0	 10.0	 4610.692493	 103.908578
19370.0	 10.0	 4608.312780	 103.908564
19380.0	 10.0	 4605.935523	 103.908550
19390.0	 10.0	 4603.560717	 103.908536
19400.0	 10.0	 4601.188359	 103.908523
19410.0	 10.0	 4598.818445	 103.908509
19420.0	 10.0	 4596.450970	 103.908495
19430.0	 10.0	 4594.085932	 103.908481
19440.0	 10.0	 4591.723327	 103.908468
19450.0	 10.0	 4589.363150	 103.908454
19460.0	 10.0	 4587.005399	 103.908440
19470.0	 10.0	 4584.650069	 103.908426
19480.0	 10.0	 4582.297156	 103.908413
19490.0	 10.0	 4579.946657	 103.908399
19500.0	 10.0	 4577.598568	 103.908385
19510.0	 10.0	 4575.252886	 103.908372
19520.0	 10.0	 4572.909607	 103.908358
19530.0	 10.0	 4570.568726	 103.908344
19540.0	 10.0	 4568.230241	 103.908331
19550.0	 10.0	 4565.894148	 103.908317
19560.0	 10.0	 4563.560443	 103.908304
19570.0	 10.0	 4561.229122	 103.908290
19580.0	 10.0	 4558.900181	 103.908277
19590.0	 10.0	 4556.573618	 103.908263
19600.0	 10.0	 4554.249429	 103.908249
19610.0	 10.0	 4551.927609	 103.908236
19620.0	 10.0	 4549.608155	 103.908222
19630.0	 10.0	 4547.291064	 103.908209
19640.0	 10.0	 4544.976332	 103.908196
19650.0	 10.0	 4542.663955	 103.908182
19660.0	 10.0	 4540.353930	 103.908169
19670.0	 10.0	 4538.046253	 103.908155
19680.0	 10.0	 4535.740921	 103.908142
19690.0	 10.0	 4533.437929	 103.908128
19700.0	 10.0	 4531.137276	 103.908115
19710.0	 10.0	 4528.838956	 103.908102
19720.0	 10.0	 4526.542966	 103.908088
19730.0	 10.0	 4524.249304	 103.908075
19740.0	 10.0	 4521.957964	 103.908062
19750.0	 10.0	 4519.668945	 103.908048
19760.0	 10.0	 4517.382241	 103.908035
19770.0	 10.0	 4515.097851	 103.908022
19780.0	 10.0	 4512.815769	 103.908008
19790.0	 10.0	 4510.535993	 103.907995
19800.0	 10.0	 4508.258520	 103.907982
19810.0	 10.0	 4505.983345	 103.907969
19820.0	 10.0	 4503.710466	 103.907955
19830.0	 10.0	 4501.439878	 103.907942
19840.0	 10.0	 4499.171579	 103.907929
19850.0	 10.0	 4496.905564	 103.907916
19860.0	 10.0	 4494.641831	 103.907903
19870.0	 10.0	 4492.380376	 103.907889
19880.0	 10.0	 4490.121195	 103.907876
19890.0	 10.0	 4487.864286	 103.907863
19900.0	 10.0	 4485.609644	 103.907850
19910.0	 10.0	 4483.357266	 103.907837
19920.0	 10.0	 4481.107149	 103.907824
19930.0	 10.0	 4478.859290	 103.907811
19940.0	 10.0	 4476.613685	 103.907798
19950.0	 10.0	 4474.370330	 103.907785
19960.0	 10.0	 4472.129223	 103.907772
19970.0	 10.0	 4469.890360	 103.907759
19980.0	 10.0	 4467.653737	 103.907746
19990.0	 10.0	 4465.419352	 103.907733
20000.0	 10.0	 4463.187200	 103.907720
20010.0	 10.0	 4460.957278	 103.907707
20020.0	 10.0	 4458.729584	 103.907694
20030.0	 10.0	 4456.504114	 103.907681
20040.0	 10.0	 4454.280864	 103.907668
20050.0	 10.0	 4452.059831	 103.907655
20060.0	 10.0	 4449.841012	 103.907642
20070.0	 10.0	 4447.624404	 103.907629
20080.0	 10.0	 4445.410003	 103.907616
20090.0	 10.0	 4443.197806	 103.907603
20100.0	 10.0	 4440.987809	 103.907590
20110.0	 10.0	 4438.780010	 103.907578
20120.0	 10.0	 4436.574405	 103.907565
20130.0	 10.0	 4434.370991	 103.907552
20140.0	 10.0	 4432.169764	 103.907539
20150.0	 10.0	 4429.970721	 103.907526
20160.0	 10.0	 4427.773860	 103.907514
20170.0	 10.0	 4425.579176	 103.907501
20180.0	 10.0	 4423.386667	 103.907488
20190.0	 10.0	 4421.196330	 103.907475
20200.0	 10.0	 4419.008160	 103.907463
20210.0	 10.0	 4416.822155	 103.907450
20220.0	 10.0	 4414.638313	 103.907437
20230.0	 10.0	 4412.456628	 103.907424
20240.0	 10.0	 4410.277099	 103.907412
20250.0	 10.0	 4408.099722	 103.907399
20260.0	 10.0	 4405.924493	 103.907386
20270.0	 10.0	 4403.751411	 103.907374
20280.0	 10.0	 4401.580471	 103.907361
20290.0	 10.0	 4399.411670	 103.907349
20300.0	 10.0	 4397.245006	 103.907336
20310.0	 10.0	 4395.080475	 103.907323
20320.0	 10.0	 4392.918073	 103.907311
20330.0	 10.0	 4390.757799	 103.907298
20340.0	 10.0	 4388.599648	 103.907286
20350.0	 10.0	 4386.443618	 103.907273
20360.0	 10.0	 4384.289705	 103.907261
20370.0	 10.0	 4382.137906	 103.907248
20380.0	 10.0	 4379.988218	 103.907235
20390.0	 10.0	 4377.840639	 103.907223
20400.0	 10.0	 4375.695164	 103.907210
20410.0	 10.0	 4373.551791	 103.907198
20420.0	 10.0	 4371.410517	 103.907186
20430.0	 10.0	 4369.271339	 103.907173
20440.0	 10.0	 4367.134253	 103.907161
20450.0	 10.0	 4364.999257	 103.907148
20460.0	 10.0	 4362.866348	 103.907136
20470.0	 10.0	 4360.735522	 103.907123
20480.0	 10.0	 4358.606776	 103.907111
20490.0	 10.0	 4356.480107	 103.907099
20500.0	 10.0	 4354.355513	 103.907086
20510.0	 10.0	 4352.232990	 103.907074
20520.0	 10.0	 4350.112536	 103.907062
20530.0	 10.0	 4347.994146	 103.907049
20540.0	 10.0	 4345.877819	 103.907037
20550.0	 10.0	 4343.763551	 103.907025
20560.0	 10.0	 4341.651339	 103.907012
20570.0	 10.0	 4339.541180	 103.907000
20580.0	 10.0	 4337.433071	 103.906988
20590.0	 10.0	 4335.327010	 103.906976
20600.0	 10.0	 4333.222993	 103.906963
20610.0	 10.0	 4331.121017	 103.906951
20620.0	 10.0	 4329.021080	 103.906939
20630.0	 10.0	 4326.923177	 103.906927
20640.0	 10.0	 4324.827307	 103.906915
20650.0	 10.0	 4322.733467	 103.906902
20660.0	 10.0	 4320.641653	 103.906890
20670.0	 10.0	 4318.551862	 103.906878
20680.0	 10.0	 4316.464092	 103.906866
20690.0	 10.0	 4314.378340	 103.906854
20700.0	 10.0	 4312.294603	 103.906842
20710.0	 10.0	 4310.212877	 103.906829
20720.0	 10.0	 4308.133160	 103.906817
20730.0	 10.0	 4306.055449	 103.906805
20740.0	 10.0	 4303.979741	 103.906793
20750.0	 10.0	 4301.906034	 103.906781
20760.0	 10.0	 4299.834324	 103.906769
20770.0	 10.0	 4297.764608	 103.906757
20780.0	 10.0	 4295.696884	 103.906745
20790.0	 10.0	 4293.631148	 103.906733
20800.0	 10.0	 4291.567398	 103.906721
20810.0	 10.0	 4289.505631	 103.906709
20820.0	 10.0	 4287.445845	 103.906697
20830.0	 10.0	 4285.388035	 103.906685
20840.0	 10.0	 4283.332200	 103.906673
20850.0	 10.0	 4281.278337	 103.906661
20860.0	 10.0	 4279.226442	 103.906649
20870.0	 10.0	 4277.176513	 103.906637
20880.0	 10.0	 4275.128547	 103.906625
20890.0	 10.0	 4273.082541	 103.906613
20900.0	 10.0	 4271.038493	 103.906602
20910.0	 10.0	 4268.996399	 103.906590
20920.0	 10.0	 4266.956258	 103.906578
20930.0	 10.0	 4264.918065	 103.906566
20940.0	 10.0	 4262.881818	 103.906554
20950.0	 10.0	 4260.847515	 103.906542
20960.0	 10.0	 4258.815153	 103.906530
20970.0	 10.0	 4256.784728	 103.906519
20980.0	 10.0	 4254.756239	 103.906507
20990.0	 10.0	 4252.729682	 103.906495
21000.0	 10.0	 4250.705055	 103.906483
21010.0	 10.0	 4248.682354	 103.906471
21020.0	 10.0	 4246.661578	 103.906460
21030.0	 10.0	 4244.642722	 103.906448
21040.0	 10.0	 4242.625786	 103.906436
21050.0	 10.0	 4240.610765	 103.906424
21060.0	 10.0	 4238.597658	 103.906413
21070.0	 10.0	 4236.586460	 103.906401
21080.0	 10.0	 4234.577171	 103.906389
21090.0	 10.0	 4232.569787	 103.906378
21100.0	 10.0	 4230.564305	 103.906366
21110.0	 10.0	 4228.560722	 103.906354
21120.0	 10.0	 4226.559036	 103.906343
21130.0	 10.0	 4224.559245	 103.906331
21140.0	 10.0	 4222.561345	 103.906319
21150.0	 10.0	 4220.565334	 103.906308
21160.0	 10.0	 4218.571209	 103.906296
21170.0	 10.0	 4216.578967	 103.906285
21180.0	 10.0	 4214.588607	 103.906273
21190.0	 10.0	 4212.600124	 103.906261
21200.0	 10.0	 4210.613517	 103.906250
21210.0	 10.0	 4208.628783	 103.906238
21220.0	 10.0	 4206.645918	 103.906227
21230.0	 10.0	 4204.664922	 103.906215
21240.0	 10.0	 4202.685790	 103.906204
21250.0	 10.0	 4200.708521	 103.906192
21260.0	 10.0	 4198.733111	 103.906181
21270.0	 10.0	 4196.759559	 103.906169
21280.0	 10.0	 4194.787860	 103.906158
21290.0	 10.0	 4192.818014	 103.906146
21300.0	 10.0	 4190.850016	 103.906135
21310.0	 10.0	 4188.883866	 103.906123
21320.0	 10.0	 4186.919559	 103.906112
21330.0	 10.0	 4184.957094	 103.906101
21340.0	 10.0	 4182.996467	 103.906089
21350.0	 10.0	 4181.037677	 103.906078
21360.0	 10.0	 4179.080720	 103.906066
21370.0	 10.0	 4177.125595	 103.906055
21380.0	 10.0	 4175.172298	 103.906044
21390.0	 10.0	 4173.220826	 103.906032
21400.0	 10.0	 4171.271179	 103.906021
21410.0	 10.0	 4169.323352	 103.906010
21420.0	 10.0	 4167.377343	 103.905998
21430.0	 10.0	 4165.433150	 103.905987
21440.0	 10.0	 4163.490770	 103.905976
21450.0	 10.0	 4161.550201	 103.905964
21460.0	 10.0	 4159.611440	 103.905953
21470.0	 10.0	 4157.674485	 103.905942
21480.0	 10.0	 4155.739333	 103.905931
21490.0	 10.0	 4153.805981	 103.905919
21500.0	 10.0	 4151.874427	 103.905908
21510.0	 10.0	 4149.944669	 103.905897
21520.0	 10.0	 4148.016704	 103.905886
21530.0	 10.0	 4146.090529	 103.905874
21540.0	 10.0	 4144.166143	 103.905863
21550.0	 10.0	 4142.243542	 103.905852
21560.0	 10.0	 4140.322724	 103.905841
21570.0	 10.0	 4138.403687	 103.905830
21580.0	 10.0	 4136.486428	 103.905819
21590.0	 10.0	 4134.570944	 103.905807
21600.0	 10.0	 4132.657234	 103.905796
21610.0	 10.0	 4130.745294	 103.905785
21620.0	 10.0	 4128.835123	 103.905774
21630.0	 10.0	 4126.926717	 103.905763
21640.0	 10.0	 4125.020075	 103.905752
21650.0	 10.0	 4123.115194	 103.905741
21660.0	 10.0	 4121.212071	 103.905730
21670.0	 10.0	 4119.310704	 103.905719
21680.0	 10.0	 4117.411091	 103.905708
21690.0	 10.0	 4115.513229	 103.905697
21700.0	 10.0	 4113.617116	 103.905686
21710.0	 10.0	 4111.722750	 103.905675
21720.0	 10.0	 4109.830127	 103.905664
21730.0	 10.0	 4107.939246	 103.905652
21740.0	 10.0	 4106.050104	 103.905642
21750.0	 10.0	 4104.162698	 103.905631
21760.0	 10.0	 4102.277027	 103.905620
21770.0	 10.0	 4100.393088	 103.905609
21780.0	 10.0	 4098.510879	 103.905598
21790.0	 10.0	 4096.630397	 103.905587
21800.0	 10.0	 4094.751639	 103.905576
21810.0	 10.0	 4092.874604	 103.905565
21820.0	 10.0	 4090.999289	 103.905554
21830.0	 10.0	 4089.125692	 103.905543
21840.0	 10.0	 4087.253810	 103.905532
21850.0	 10.0	 4085.383641	 103.905521
21860.0	 10.0	 4083.515183	 103.905510
21870.0	 10.0	 4081.648433	 103.905500
21880.0	 10.0	 4079.783389	 103.905489
21890.0	 10.0	 4077.920049	 103.905478
21900.0	 10.0	 4076.058410	 103.905467
21910.0	 10.0	 4074.198470	 103.905456
21920.0	 10.0	 4072.340226	 103.905445
21930.0	 10.0	 4070.483677	 103.905435
21940.0	 10.0	 4068.628820	 103.905424
