ra	 rp	 va	 vomega
31090.0	 10.0	 2871.395990	 103.898458
31100.0	 10.0	 2870.472860	 103.898452
31110.0	 10.0	 2869.550323	 103.898447
31120.0	 10.0	 2868.628379	 103.898442
31130.0	 10.0	 2867.707027	 103.898436
31140.0	 10.0	 2866.786267	 103.898431
31150.0	 10.0	 2865.866098	 103.898426
31160.0	 10.0	 2864.946520	 103.898420
31170.0	 10.0	 2864.027531	 103.898415
31180.0	 10.0	 2863.109132	 103.898409
31190.0	 10.0	 2862.191322	 103.898404
31200.0	 10.0	 2861.274100	 103.898399
31210.0	 10.0	 2860.357466	 103.898393
31220.0	 10.0	 2859.441418	 103.898388
31230.0	 10.0	 2858.525958	 103.898383
31240.0	 10.0	 2857.611083	 103.898377
31250.0	 10.0	 2856.696794	 103.898372
31260.0	 10.0	 2855.783089	 103.898367
31270.0	 10.0	 2854.869969	 103.898362
31280.0	 10.0	 2853.957433	 103.898356
31290.0	 10.0	 2853.045480	 103.898351
31300.0	 10.0	 2852.134109	 103.898346
31310.0	 10.0	 2851.223320	 103.898340
31320.0	 10.0	 2850.313113	 103.898335
31330.0	 10.0	 2849.403487	 103.898330
31340.0	 10.0	 2848.494442	 103.898324
31350.0	 10.0	 2847.585976	 103.898319
31360.0	 10.0	 2846.678089	 103.898314
31370.0	 10.0	 2845.770782	 103.898309
31380.0	 10.0	 2844.864052	 103.898303
31390.0	 10.0	 2843.957900	 103.898298
31400.0	 10.0	 2843.052325	 103.898293
31410.0	 10.0	 2842.147327	 103.898288
31420.0	 10.0	 2841.242904	 103.898282
31430.0	 10.0	 2840.339057	 103.898277
31440.0	 10.0	 2839.435785	 103.898272
31450.0	 10.0	 2838.533088	 103.898266
31460.0	 10.0	 2837.630964	 103.898261
31470.0	 10.0	 2836.729413	 103.898256
31480.0	 10.0	 2835.828435	 103.898251
31490.0	 10.0	 2834.928029	 103.898245
31500.0	 10.0	 2834.028194	 103.898240
31510.0	 10.0	 2833.128931	 103.898235
31520.0	 10.0	 2832.230238	 103.898230
31530.0	 10.0	 2831.332116	 103.898225
31540.0	 10.0	 2830.434562	 103.898219
31550.0	 10.0	 2829.537578	 103.898214
31560.0	 10.0	 2828.641161	 103.898209
31570.0	 10.0	 2827.745313	 103.898204
31580.0	 10.0	 2826.850032	 103.898198
31590.0	 10.0	 2825.955318	 103.898193
31600.0	 10.0	 2825.061169	 103.898188
31610.0	 10.0	 2824.167587	 103.898183
31620.0	 10.0	 2823.274569	 103.898178
31630.0	 10.0	 2822.382117	 103.898173
31640.0	 10.0	 2821.490228	 103.898167
31650.0	 10.0	 2820.598902	 103.898162
31660.0	 10.0	 2819.708140	 103.898157
31670.0	 10.0	 2818.817940	 103.898152
31680.0	 10.0	 2817.928302	 103.898147
31690.0	 10.0	 2817.039226	 103.898141
31700.0	 10.0	 2816.150710	 103.898136
31710.0	 10.0	 2815.262754	 103.898131
31720.0	 10.0	 2814.375359	 103.898126
31730.0	 10.0	 2813.488522	 103.898121
31740.0	 10.0	 2812.602244	 103.898116
31750.0	 10.0	 2811.716525	 103.898110
31760.0	 10.0	 2810.831363	 103.898105
31770.0	 10.0	 2809.946758	 103.898100
31780.0	 10.0	 2809.062710	 103.898095
31790.0	 10.0	 2808.179218	 103.898090
31800.0	 10.0	 2807.296282	 103.898085
31810.0	 10.0	 2806.413901	 103.898080
31820.0	 10.0	 2805.532074	 103.898074
31830.0	 10.0	 2804.650801	 103.898069
31840.0	 10.0	 2803.770081	 103.898064
31850.0	 10.0	 2802.889915	 103.898059
31860.0	 10.0	 2802.010301	 103.898054
31870.0	 10.0	 2801.131239	 103.898049
31880.0	 10.0	 2800.252728	 103.898044
31890.0	 10.0	 2799.374768	 103.898039
31900.0	 10.0	 2798.497359	 103.898034
31910.0	 10.0	 2797.620499	 103.898028
31920.0	 10.0	 2796.744189	 103.898023
31930.0	 10.0	 2795.868428	 103.898018
31940.0	 10.0	 2794.993214	 103.898013
31950.0	 10.0	 2794.118549	 103.898008
31960.0	 10.0	 2793.244431	 103.898003
31970.0	 10.0	 2792.370860	 103.897998
31980.0	 10.0	 2791.497834	 103.897993
31990.0	 10.0	 2790.625355	 103.897988
32000.0	 10.0	 2789.753421	 103.897983
32010.0	 10.0	 2788.882031	 103.897978
32020.0	 10.0	 2788.011186	 103.897973
32030.0	 10.0	 2787.140884	 103.897967
32040.0	 10.0	 2786.271126	 103.897962
32050.0	 10.0	 2785.401910	 103.897957
32060.0	 10.0	 2784.533236	 103.897952
32070.0	 10.0	 2783.665105	 103.897947
32080.0	 10.0	 2782.797514	 103.897942
32090.0	 10.0	 2781.930463	 103.897937
32100.0	 10.0	 2781.063953	 103.897932
32110.0	 10.0	 2780.197983	 103.897927
32120.0	 10.0	 2779.332552	 103.897922
32130.0	 10.0	 2778.467659	 103.897917
32140.0	 10.0	 2777.603304	 103.897912
32150.0	 10.0	 2776.739488	 103.897907
32160.0	 10.0	 2775.876208	 103.897902
32170.0	 10.0	 2775.013465	 103.897897
32180.0	 10.0	 2774.151257	 103.897892
32190.0	 10.0	 2773.289586	 103.897887
32200.0	 10.0	 2772.428450	 103.897882
32210.0	 10.0	 2771.567848	 103.897877
32220.0	 10.0	 2770.707780	 103.897872
32230.0	 10.0	 2769.848246	 103.897867
32240.0	 10.0	 2768.989245	 103.897862
32250.0	 10.0	 2768.130777	 103.897857
32260.0	 10.0	 2767.272841	 103.897852
32270.0	 10.0	 2766.415437	 103.897847
32280.0	 10.0	 2765.558563	 103.897842
32290.0	 10.0	 2764.702221	 103.897837
32300.0	 10.0	 2763.846408	 103.897832
32310.0	 10.0	 2762.991125	 103.897827
32320.0	 10.0	 2762.136372	 103.897822
32330.0	 10.0	 2761.282147	 103.897817
32340.0	 10.0	 2760.428450	 103.897812
32350.0	 10.0	 2759.575281	 103.897807
32360.0	 10.0	 2758.722639	 103.897802
32370.0	 10.0	 2757.870524	 103.897797
32380.0	 10.0	 2757.018935	 103.897792
32390.0	 10.0	 2756.167872	 103.897787
32400.0	 10.0	 2755.317334	 103.897782
32410.0	 10.0	 2754.467321	 103.897777
32420.0	 10.0	 2753.617832	 103.897772
32430.0	 10.0	 2752.768867	 103.897767
32440.0	 10.0	 2751.920425	 103.897763
32450.0	 10.0	 2751.072507	 103.897758
32460.0	 10.0	 2750.225110	 103.897753
32470.0	 10.0	 2749.378236	 103.897748
32480.0	 10.0	 2748.531882	 103.897743
32490.0	 10.0	 2747.686050	 103.897738
32500.0	 10.0	 2746.840738	 103.897733
32510.0	 10.0	 2745.995946	 103.897728
32520.0	 10.0	 2745.151674	 103.897723
32530.0	 10.0	 2744.307921	 103.897718
32540.0	 10.0	 2743.464686	 103.897713
32550.0	 10.0	 2742.621969	 103.897708
32560.0	 10.0	 2741.779770	 103.897704
32570.0	 10.0	 2740.938087	 103.897699
32580.0	 10.0	 2740.096922	 103.897694
32590.0	 10.0	 2739.256272	 103.897689
32600.0	 10.0	 2738.416138	 103.897684
32610.0	 10.0	 2737.576520	 103.897679
32620.0	 10.0	 2736.737416	 103.897674
32630.0	 10.0	 2735.898826	 103.897669
32640.0	 10.0	 2735.060750	 103.897664
32650.0	 10.0	 2734.223188	 103.897660
32660.0	 10.0	 2733.386138	 103.897655
32670.0	 10.0	 2732.549600	 103.897650
32680.0	 10.0	 2731.713575	 103.897645
32690.0	 10.0	 2730.878060	 103.897640
32700.0	 10.0	 2730.043057	 103.897635
32710.0	 10.0	 2729.208564	 103.897630
32720.0	 10.0	 2728.374582	 103.897626
32730.0	 10.0	 2727.541108	 103.897621
32740.0	 10.0	 2726.708144	 103.897616
32750.0	 10.0	 2725.875689	 103.897611
32760.0	 10.0	 2725.043741	 103.897606
32770.0	 10.0	 2724.212301	 103.897601
32780.0	 10.0	 2723.381369	 103.897596
32790.0	 10.0	 2722.550943	 103.897592
32800.0	 10.0	 2721.721024	 103.897587
32810.0	 10.0	 2720.891610	 103.897582
32820.0	 10.0	 2720.062702	 103.897577
32830.0	 10.0	 2719.234298	 103.897572
32840.0	 10.0	 2718.406399	 103.897568
32850.0	 10.0	 2717.579004	 103.897563
32860.0	 10.0	 2716.752112	 103.897558
32870.0	 10.0	 2715.925724	 103.897553
32880.0	 10.0	 2715.099838	 103.897548
32890.0	 10.0	 2714.274454	 103.897544
32900.0	 10.0	 2713.449572	 103.897539
32910.0	 10.0	 2712.625191	 103.897534
32920.0	 10.0	 2711.801311	 103.897529
32930.0	 10.0	 2710.977931	 103.897524
32940.0	 10.0	 2710.155051	 103.897520
32950.0	 10.0	 2709.332671	 103.897515
32960.0	 10.0	 2708.510789	 103.897510
32970.0	 10.0	 2707.689406	 103.897505
32980.0	 10.0	 2706.868521	 103.897500
32990.0	 10.0	 2706.048134	 103.897496
33000.0	 10.0	 2705.228243	 103.897491
33010.0	 10.0	 2704.408849	 103.897486
33020.0	 10.0	 2703.589952	 103.897481
33030.0	 10.0	 2702.771550	 103.897477
33040.0	 10.0	 2701.953644	 103.897472
33050.0	 10.0	 2701.136232	 103.897467
33060.0	 10.0	 2700.319315	 103.897462
33070.0	 10.0	 2699.502892	 103.897458
33080.0	 10.0	 2698.686963	 103.897453
33090.0	 10.0	 2697.871526	 103.897448
33100.0	 10.0	 2697.056582	 103.897443
33110.0	 10.0	 2696.242131	 103.897439
33120.0	 10.0	 2695.428171	 103.897434
33130.0	 10.0	 2694.614702	 103.897429
33140.0	 10.0	 2693.801724	 103.897424
33150.0	 10.0	 2692.989237	 103.897420
33160.0	 10.0	 2692.177240	 103.897415
33170.0	 10.0	 2691.365732	 103.897410
33180.0	 10.0	 2690.554713	 103.897405
33190.0	 10.0	 2689.744183	 103.897401
33200.0	 10.0	 2688.934141	 103.897396
33210.0	 10.0	 2688.124587	 103.897391
33220.0	 10.0	 2687.315520	 103.897387
33230.0	 10.0	 2686.506940	 103.897382
33240.0	 10.0	 2685.698847	 103.897377
33250.0	 10.0	 2684.891239	 103.897373
33260.0	 10.0	 2684.084117	 103.897368
33270.0	 10.0	 2683.277480	 103.897363
33280.0	 10.0	 2682.471328	 103.897358
33290.0	 10.0	 2681.665660	 103.897354
33300.0	 10.0	 2680.860476	 103.897349
33310.0	 10.0	 2680.055775	 103.897344
33320.0	 10.0	 2679.251557	 103.897340
33330.0	 10.0	 2678.447822	 103.897335
33340.0	 10.0	 2677.644569	 103.897330
33350.0	 10.0	 2676.841797	 103.897326
33360.0	 10.0	 2676.039507	 103.897321
33370.0	 10.0	 2675.237697	 103.897316
33380.0	 10.0	 2674.436368	 103.897312
33390.0	 10.0	 2673.635519	 103.897307
33400.0	 10.0	 2672.835149	 103.897302
33410.0	 10.0	 2672.035258	 103.897298
33420.0	 10.0	 2671.235846	 103.897293
33430.0	 10.0	 2670.436912	 103.897288
33440.0	 10.0	 2669.638455	 103.897284
33450.0	 10.0	 2668.840476	 103.897279
33460.0	 10.0	 2668.042974	 103.897275
33470.0	 10.0	 2667.245949	 103.897270
33480.0	 10.0	 2666.449399	 103.897265
33490.0	 10.0	 2665.653325	 103.897261
33500.0	 10.0	 2664.857727	 103.897256
33510.0	 10.0	 2664.062603	 103.897251
33520.0	 10.0	 2663.267953	 103.897247
33530.0	 10.0	 2662.473778	 103.897242
33540.0	 10.0	 2661.680076	 103.897237
33550.0	 10.0	 2660.886846	 103.897233
33560.0	 10.0	 2660.094090	 103.897228
33570.0	 10.0	 2659.301806	 103.897224
33580.0	 10.0	 2658.509993	 103.897219
33590.0	 10.0	 2657.718653	 103.897214
33600.0	 10.0	 2656.927782	 103.897210
33610.0	 10.0	 2656.137383	 103.897205
33620.0	 10.0	 2655.347454	 103.897201
33630.0	 10.0	 2654.557994	 103.897196
33640.0	 10.0	 2653.769004	 103.897191
33650.0	 10.0	 2652.980482	 103.897187
33660.0	 10.0	 2652.192429	 103.897182
33670.0	 10.0	 2651.404844	 103.897178
33680.0	 10.0	 2650.617727	 103.897173
33690.0	 10.0	 2649.831077	 103.897169
33700.0	 10.0	 2649.044893	 103.897164
33710.0	 10.0	 2648.259176	 103.897159
33720.0	 10.0	 2647.473925	 103.897155
33730.0	 10.0	 2646.689140	 103.897150
33740.0	 10.0	 2645.904819	 103.897146
33750.0	 10.0	 2645.120963	 103.897141
33760.0	 10.0	 2644.337572	 103.897137
33770.0	 10.0	 2643.554645	 103.897132
33780.0	 10.0	 2642.772181	 103.897127
33790.0	 10.0	 2641.990180	 103.897123
33800.0	 10.0	 2641.208641	 103.897118
33810.0	 10.0	 2640.427565	 103.897114
33820.0	 10.0	 2639.646951	 103.897109
33830.0	 10.0	 2638.866798	 103.897105
33840.0	 10.0	 2638.087106	 103.897100
33850.0	 10.0	 2637.307875	 103.897096
33860.0	 10.0	 2636.529104	 103.897091
33870.0	 10.0	 2635.750793	 103.897087
33880.0	 10.0	 2634.972941	 103.897082
33890.0	 10.0	 2634.195548	 103.897078
33900.0	 10.0	 2633.418614	 103.897073
33910.0	 10.0	 2632.642138	 103.897069
33920.0	 10.0	 2631.866120	 103.897064
33930.0	 10.0	 2631.090559	 103.897060
33940.0	 10.0	 2630.315455	 103.897055
33950.0	 10.0	 2629.540807	 103.897051
33960.0	 10.0	 2628.766616	 103.897046
33970.0	 10.0	 2627.992880	 103.897041
33980.0	 10.0	 2627.219600	 103.897037
33990.0	 10.0	 2626.446775	 103.897033
34000.0	 10.0	 2625.674404	 103.897028
34010.0	 10.0	 2624.902487	 103.897024
34020.0	 10.0	 2624.131024	 103.897019
34030.0	 10.0	 2623.360015	 103.897015
34040.0	 10.0	 2622.589458	 103.897010
34050.0	 10.0	 2621.819354	 103.897006
34060.0	 10.0	 2621.049702	 103.897001
34070.0	 10.0	 2620.280502	 103.896997
34080.0	 10.0	 2619.511753	 103.896992
34090.0	 10.0	 2618.743455	 103.896988
34100.0	 10.0	 2617.975608	 103.896983
34110.0	 10.0	 2617.208210	 103.896979
34120.0	 10.0	 2616.441263	 103.896974
34130.0	 10.0	 2615.674765	 103.896970
34140.0	 10.0	 2614.908716	 103.896965
34150.0	 10.0	 2614.143115	 103.896961
34160.0	 10.0	 2613.377963	 103.896956
34170.0	 10.0	 2612.613258	 103.896952
34180.0	 10.0	 2611.849001	 103.896948
34190.0	 10.0	 2611.085191	 103.896943
34200.0	 10.0	 2610.321827	 103.896939
34210.0	 10.0	 2609.558910	 103.896934
34220.0	 10.0	 2608.796438	 103.896930
34230.0	 10.0	 2608.034412	 103.896925
34240.0	 10.0	 2607.272831	 103.896921
34250.0	 10.0	 2606.511694	 103.896917
34260.0	 10.0	 2605.751002	 103.896912
34270.0	 10.0	 2604.990754	 103.896908
34280.0	 10.0	 2604.230949	 103.896903
34290.0	 10.0	 2603.471587	 103.896899
34300.0	 10.0	 2602.712668	 103.896894
34310.0	 10.0	 2601.954192	 103.896890
34320.0	 10.0	 2601.196157	 103.896886
34330.0	 10.0	 2600.438564	 103.896881
34340.0	 10.0	 2599.681412	 103.896877
34350.0	 10.0	 2598.924701	 103.896872
34360.0	 10.0	 2598.168430	 103.896868
34370.0	 10.0	 2597.412599	 103.896864
34380.0	 10.0	 2596.657208	 103.896859
34390.0	 10.0	 2595.902256	 103.896855
34400.0	 10.0	 2595.147743	 103.896850
34410.0	 10.0	 2594.393668	 103.896846
34420.0	 10.0	 2593.640031	 103.896842
34430.0	 10.0	 2592.886833	 103.896837
34440.0	 10.0	 2592.134071	 103.896833
34450.0	 10.0	 2591.381747	 103.896828
34460.0	 10.0	 2590.629859	 103.896824
34470.0	 10.0	 2589.878407	 103.896820
34480.0	 10.0	 2589.127391	 103.896815
34490.0	 10.0	 2588.376811	 103.896811
34500.0	 10.0	 2587.626665	 103.896807
34510.0	 10.0	 2586.876954	 103.896802
34520.0	 10.0	 2586.127678	 103.896798
34530.0	 10.0	 2585.378835	 103.896794
34540.0	 10.0	 2584.630426	 103.896789
34550.0	 10.0	 2583.882450	 103.896785
34560.0	 10.0	 2583.134907	 103.896781
34570.0	 10.0	 2582.387797	 103.896776
34580.0	 10.0	 2581.641118	 103.896772
34590.0	 10.0	 2580.894871	 103.896767
34600.0	 10.0	 2580.149056	 103.896763
34610.0	 10.0	 2579.403671	 103.896759
34620.0	 10.0	 2578.658717	 103.896754
34630.0	 10.0	 2577.914193	 103.896750
34640.0	 10.0	 2577.170099	 103.896746
34650.0	 10.0	 2576.426434	 103.896741
34660.0	 10.0	 2575.683198	 103.896737
34670.0	 10.0	 2574.940391	 103.896733
34680.0	 10.0	 2574.198013	 103.896729
34690.0	 10.0	 2573.456062	 103.896724
34700.0	 10.0	 2572.714539	 103.896720
34710.0	 10.0	 2571.973443	 103.896716
34720.0	 10.0	 2571.232774	 103.896711
34730.0	 10.0	 2570.492531	 103.896707
34740.0	 10.0	 2569.752715	 103.896703
34750.0	 10.0	 2569.013324	 103.896698
34760.0	 10.0	 2568.274358	 103.896694
34770.0	 10.0	 2567.535818	 103.896690
34780.0	 10.0	 2566.797702	 103.896685
34790.0	 10.0	 2566.060010	 103.896681
34800.0	 10.0	 2565.322743	 103.896677
34810.0	 10.0	 2564.585899	 103.896673
34820.0	 10.0	 2563.849478	 103.896668
34830.0	 10.0	 2563.113480	 103.896664
34840.0	 10.0	 2562.377904	 103.896660
34850.0	 10.0	 2561.642750	 103.896655
34860.0	 10.0	 2560.908018	 103.896651
34870.0	 10.0	 2560.173708	 103.896647
34880.0	 10.0	 2559.439818	 103.896643
34890.0	 10.0	 2558.706349	 103.896638
34900.0	 10.0	 2557.973301	 103.896634
34910.0	 10.0	 2557.240672	 103.896630
34920.0	 10.0	 2556.508463	 103.896626
34930.0	 10.0	 2555.776673	 103.896621
34940.0	 10.0	 2555.045301	 103.896617
34950.0	 10.0	 2554.314349	 103.896613
34960.0	 10.0	 2553.583814	 103.896609
34970.0	 10.0	 2552.853697	 103.896604
34980.0	 10.0	 2552.123998	 103.896600
34990.0	 10.0	 2551.394715	 103.896596
35000.0	 10.0	 2550.665849	 103.896592
35010.0	 10.0	 2549.937400	 103.896587
35020.0	 10.0	 2549.209366	 103.896583
35030.0	 10.0	 2548.481748	 103.896579
35040.0	 10.0	 2547.754546	 103.896575
35050.0	 10.0	 2547.027758	 103.896570
35060.0	 10.0	 2546.301385	 103.896566
35070.0	 10.0	 2545.575425	 103.896562
35080.0	 10.0	 2544.849880	 103.896558
35090.0	 10.0	 2544.124748	 103.896554
35100.0	 10.0	 2543.400030	 103.896549
35110.0	 10.0	 2542.675724	 103.896545
35120.0	 10.0	 2541.951831	 103.896541
35130.0	 10.0	 2541.228349	 103.896537
35140.0	 10.0	 2540.505279	 103.896532
35150.0	 10.0	 2539.782621	 103.896528
35160.0	 10.0	 2539.060374	 103.896524
35170.0	 10.0	 2538.338537	 103.896520
35180.0	 10.0	 2537.617111	 103.896516
35190.0	 10.0	 2536.896094	 103.896511
35200.0	 10.0	 2536.175488	 103.896507
35210.0	 10.0	 2535.455290	 103.896503
35220.0	 10.0	 2534.735502	 103.896499
35230.0	 10.0	 2534.016122	 103.896495
35240.0	 10.0	 2533.297150	 103.896491
35250.0	 10.0	 2532.578586	 103.896486
35260.0	 10.0	 2531.860429	 103.896482
35270.0	 10.0	 2531.142680	 103.896478
35280.0	 10.0	 2530.425338	 103.896474
35290.0	 10.0	 2529.708402	 103.896470
35300.0	 10.0	 2528.991872	 103.896465
35310.0	 10.0	 2528.275748	 103.896461
35320.0	 10.0	 2527.560029	 103.896457
35330.0	 10.0	 2526.844716	 103.896453
35340.0	 10.0	 2526.129807	 103.896449
35350.0	 10.0	 2525.415303	 103.896445
35360.0	 10.0	 2524.701203	 103.896441
35370.0	 10.0	 2523.987506	 103.896436
35380.0	 10.0	 2523.274213	 103.896432
35390.0	 10.0	 2522.561323	 103.896428
35400.0	 10.0	 2521.848836	 103.896424
35410.0	 10.0	 2521.136751	 103.896420
35420.0	 10.0	 2520.425068	 103.896416
35430.0	 10.0	 2519.713787	 103.896412
35440.0	 10.0	 2519.002907	 103.896407
35450.0	 10.0	 2518.292428	 103.896403
35460.0	 10.0	 2517.582350	 103.896399
35470.0	 10.0	 2516.872672	 103.896395
35480.0	 10.0	 2516.163394	 103.896391
35490.0	 10.0	 2515.454516	 103.896387
35500.0	 10.0	 2514.746037	 103.896383
35510.0	 10.0	 2514.037957	 103.896378
35520.0	 10.0	 2513.330275	 103.896374
35530.0	 10.0	 2512.622992	 103.896370
35540.0	 10.0	 2511.916107	 103.896366
35550.0	 10.0	 2511.209620	 103.896362
35560.0	 10.0	 2510.503529	 103.896358
35570.0	 10.0	 2509.797836	 103.896354
35580.0	 10.0	 2509.092540	 103.896350
35590.0	 10.0	 2508.387639	 103.896346
35600.0	 10.0	 2507.683135	 103.896342
35610.0	 10.0	 2506.979026	 103.896337
35620.0	 10.0	 2506.275313	 103.896333
35630.0	 10.0	 2505.571994	 103.896329
35640.0	 10.0	 2504.869071	 103.896325
35650.0	 10.0	 2504.166541	 103.896321
35660.0	 10.0	 2503.464405	 103.896317
35670.0	 10.0	 2502.762663	 103.896313
35680.0	 10.0	 2502.061315	 103.896309
35690.0	 10.0	 2501.360359	 103.896305
35700.0	 10.0	 2500.659796	 103.896301
35710.0	 10.0	 2499.959625	 103.896297
35720.0	 10.0	 2499.259847	 103.896293
35730.0	 10.0	 2498.560459	 103.896288
35740.0	 10.0	 2497.861464	 103.896284
35750.0	 10.0	 2497.162859	 103.896280
35760.0	 10.0	 2496.464645	 103.896276
35770.0	 10.0	 2495.766821	 103.896272
35780.0	 10.0	 2495.069387	 103.896268
35790.0	 10.0	 2494.372343	 103.896264
35800.0	 10.0	 2493.675688	 103.896260
35810.0	 10.0	 2492.979422	 103.896256
35820.0	 10.0	 2492.283545	 103.896252
35830.0	 10.0	 2491.588057	 103.896248
35840.0	 10.0	 2490.892956	 103.896244
35850.0	 10.0	 2490.198243	 103.896240
35860.0	 10.0	 2489.503918	 103.896236
35870.0	 10.0	 2488.809979	 103.896232
35880.0	 10.0	 2488.116428	 103.896228
35890.0	 10.0	 2487.423263	 103.896224
35900.0	 10.0	 2486.730483	 103.896220
35910.0	 10.0	 2486.038090	 103.896216
35920.0	 10.0	 2485.346082	 103.896212
35930.0	 10.0	 2484.654460	 103.896208
35940.0	 10.0	 2483.963222	 103.896204
35950.0	 10.0	 2483.272368	 103.896199
35960.0	 10.0	 2482.581899	 103.896195
35970.0	 10.0	 2481.891814	 103.896191
35980.0	 10.0	 2481.202112	 103.896187
35990.0	 10.0	 2480.512794	 103.896183
36000.0	 10.0	 2479.823858	 103.896179
36010.0	 10.0	 2479.135305	 103.896175
36020.0	 10.0	 2478.447134	 103.896171
36030.0	 10.0	 2477.759345	 103.896167
36040.0	 10.0	 2477.071938	 103.896163
36050.0	 10.0	 2476.384912	 103.896159
36060.0	 10.0	 2475.698267	 103.896155
36070.0	 10.0	 2475.012003	 103.896151
36080.0	 10.0	 2474.326119	 103.896147
36090.0	 10.0	 2473.640615	 103.896143
36100.0	 10.0	 2472.955491	 103.896139
36110.0	 10.0	 2472.270746	 103.896135
36120.0	 10.0	 2471.586381	 103.896131
36130.0	 10.0	 2470.902394	 103.896128
36140.0	 10.0	 2470.218785	 103.896124
36150.0	 10.0	 2469.535555	 103.896120
36160.0	 10.0	 2468.852703	 103.896116
36170.0	 10.0	 2468.170228	 103.896112
36180.0	 10.0	 2467.488130	 103.896108
36190.0	 10.0	 2466.806410	 103.896104
36200.0	 10.0	 2466.125065	 103.896100
36210.0	 10.0	 2465.444098	 103.896096
36220.0	 10.0	 2464.763506	 103.896092
36230.0	 10.0	 2464.083289	 103.896088
36240.0	 10.0	 2463.403449	 103.896084
36250.0	 10.0	 2462.723983	 103.896080
36260.0	 10.0	 2462.044892	 103.896076
36270.0	 10.0	 2461.366175	 103.896072
36280.0	 10.0	 2460.687832	 103.896068
36290.0	 10.0	 2460.009863	 103.896064
36300.0	 10.0	 2459.332268	 103.896060
36310.0	 10.0	 2458.655046	 103.896056
36320.0	 10.0	 2457.978197	 103.896052
36330.0	 10.0	 2457.301720	 103.896048
36340.0	 10.0	 2456.625615	 103.896044
36350.0	 10.0	 2455.949883	 103.896041
36360.0	 10.0	 2455.274522	 103.896037
36370.0	 10.0	 2454.599532	 103.896033
36380.0	 10.0	 2453.924914	 103.896029
36390.0	 10.0	 2453.250666	 103.896025
36400.0	 10.0	 2452.576788	 103.896021
36410.0	 10.0	 2451.903281	 103.896017
36420.0	 10.0	 2451.230144	 103.896013
36430.0	 10.0	 2450.557376	 103.896009
36440.0	 10.0	 2449.884977	 103.896005
36450.0	 10.0	 2449.212947	 103.896001
36460.0	 10.0	 2448.541286	 103.895997
36470.0	 10.0	 2447.869993	 103.895994
36480.0	 10.0	 2447.199068	 103.895990
36490.0	 10.0	 2446.528510	 103.895986
36500.0	 10.0	 2445.858320	 103.895982
36510.0	 10.0	 2445.188497	 103.895978
36520.0	 10.0	 2444.519041	 103.895974
36530.0	 10.0	 2443.849952	 103.895970
36540.0	 10.0	 2443.181228	 103.895966
36550.0	 10.0	 2442.512870	 103.895962
36560.0	 10.0	 2441.844878	 103.895958
36570.0	 10.0	 2441.177252	 103.895955
36580.0	 10.0	 2440.509990	 103.895951
36590.0	 10.0	 2439.843093	 103.895947
36600.0	 10.0	 2439.176560	 103.895943
36610.0	 10.0	 2438.510391	 103.895939
36620.0	 10.0	 2437.844586	 103.895935
36630.0	 10.0	 2437.179145	 103.895931
36640.0	 10.0	 2436.514067	 103.895927
36650.0	 10.0	 2435.849351	 103.895924
36660.0	 10.0	 2435.184999	 103.895920
36670.0	 10.0	 2434.521008	 103.895916
36680.0	 10.0	 2433.857380	 103.895912
36690.0	 10.0	 2433.194113	 103.895908
36700.0	 10.0	 2432.531207	 103.895904
36710.0	 10.0	 2431.868663	 103.895900
36720.0	 10.0	 2431.206480	 103.895897
36730.0	 10.0	 2430.544657	 103.895893
36740.0	 10.0	 2429.883194	 103.895889
36750.0	 10.0	 2429.222091	 103.895885
36760.0	 10.0	 2428.561348	 103.895881
36770.0	 10.0	 2427.900964	 103.895877
36780.0	 10.0	 2427.240940	 103.895873
36790.0	 10.0	 2426.581274	 103.895870
36800.0	 10.0	 2425.921966	 103.895866
36810.0	 10.0	 2425.263017	 103.895862
36820.0	 10.0	 2424.604425	 103.895858
36830.0	 10.0	 2423.946192	 103.895854
36840.0	 10.0	 2423.288315	 103.895850
36850.0	 10.0	 2422.630795	 103.895847
36860.0	 10.0	 2421.973633	 103.895843
36870.0	 10.0	 2421.316826	 103.895839
36880.0	 10.0	 2420.660376	 103.895835
36890.0	 10.0	 2420.004281	 103.895831
36900.0	 10.0	 2419.348543	 103.895828
36910.0	 10.0	 2418.693159	 103.895824
36920.0	 10.0	 2418.038130	 103.895820
36930.0	 10.0	 2417.383456	 103.895816
36940.0	 10.0	 2416.729137	 103.895812
36950.0	 10.0	 2416.075171	 103.895809
36960.0	 10.0	 2415.421560	 103.895805
36970.0	 10.0	 2414.768302	 103.895801
36980.0	 10.0	 2414.115397	 103.895797
36990.0	 10.0	 2413.462845	 103.895793
37000.0	 10.0	 2412.810646	 103.895790
37010.0	 10.0	 2412.158799	 103.895786
37020.0	 10.0	 2411.507305	 103.895782
37030.0	 10.0	 2410.856162	 103.895778
37040.0	 10.0	 2410.205371	 103.895774
37050.0	 10.0	 2409.554931	 103.895771
37060.0	 10.0	 2408.904842	 103.895767
37070.0	 10.0	 2408.255103	 103.895763
37080.0	 10.0	 2407.605715	 103.895759
37090.0	 10.0	 2406.956678	 103.895755
37100.0	 10.0	 2406.307990	 103.895752
37110.0	 10.0	 2405.659651	 103.895748
37120.0	 10.0	 2405.011662	 103.895744
37130.0	 10.0	 2404.364022	 103.895740
37140.0	 10.0	 2403.716730	 103.895737
37150.0	 10.0	 2403.069787	 103.895733
37160.0	 10.0	 2402.423193	 103.895729
